TF	Target	EdgeWeight
G031	G010	0.015014837
G029	G019	0.015014818
G017	G040	0.015014726
G023	G041	0.015014572
G024	G044	0.015014554
G002	G024	0.015014128
G026	G011	0.01501405
G025	G012	0.015014029
G047	G037	0.015014007
G031	G048	0.015013997
G002	G006	0.015013943
G031	G008	0.015013919
G030	G034	0.015013801
G003	G016	0.015013774
G013	G045	0.015013713
G003	G014	0.015013699
G002	G031	0.015013663
G023	G001	0.015013628
G011	G004	0.015013196
G015	G033	0.015013065
G047	G002	0.015013016
G001	G019	0.015013016
G044	G035	0.015013009
G002	G048	0.015012968
G033	G011	0.015012799
G048	G037	0.015012656
G032	G026	0.015012557
G012	G027	0.015012304
G003	G048	0.0150123015
G024	G041	0.015012282
G049	G019	0.015012232
G008	G015	0.015011474
G007	G038	0.015011248
G044	G012	0.015011189
G042	G012	0.015010463
G043	G024	0.015010407
G035	G009	0.01501034
G049	G026	0.015010316
G024	G046	0.015010138
G016	G025	0.015010007
G045	G004	0.015009763
G015	G002	0.015009687
G036	G039	0.015009677
G033	G024	0.015009605
G034	G010	0.015009468
G045	G013	0.015008975
G013	G026	0.015008952
G050	G041	0.01500885
G012	G041	0.015008654
G019	G003	0.015008439
G024	G045	0.015008244
G018	G023	0.015008218
G015	G001	0.015008082
G036	G006	0.015008001
G048	G024	0.015007706
G019	G043	0.015007607
G007	G004	0.015007284
G046	G029	0.015006753
G033	G022	0.015006616
G033	G015	0.015006448
G025	G034	0.015006417
G045	G044	0.015006406
G047	G033	0.015006335
G035	G040	0.015006147
G018	G036	0.015005937
G042	G005	0.015005874
G011	G002	0.015005834
G008	G001	0.015005461
G013	G039	0.015005307
G034	G015	0.015005088
G001	G050	0.015004877
G019	G036	0.015004449
G002	G005	0.015004421
G048	G003	0.015004408
G036	G046	0.015004349
G042	G049	0.015004298
G004	G040	0.015004184
G050	G046	0.015004068
G046	G001	0.015003962
G012	G017	0.015003846
G036	G035	0.015003719
G041	G012	0.015003581
G050	G006	0.015003567
G025	G002	0.01500349
G040	G026	0.015003398
G018	G034	0.015003154
G036	G016	0.015003054
G001	G048	0.015002852
G003	G005	0.015002571
G013	G034	0.015002552
G042	G032	0.015002067
G003	G010	0.015001902
G049	G017	0.0150016425
G001	G027	0.015001575
G009	G046	0.015001557
G044	G041	0.01500148
G044	G027	0.015001463
G048	G042	0.015001436
G018	G050	0.015001291
G049	G039	0.01500106
G045	G031	0.015001013
G047	G009	0.015000824
G036	G021	0.015000715
G030	G019	0.0150005035
G003	G001	0.015000448
G025	G001	0.015000149
G047	G042	0.015000099
G042	G004	0.01500007
G029	G020	0.014999898
G007	G032	0.014999825
G030	G003	0.014999796
G004	G035	0.014999732
G033	G001	0.014999718
G042	G025	0.014999633
G049	G042	0.0149996085
G029	G021	0.014999602
G008	G024	0.014999414
G026	G044	0.014999367
G026	G023	0.014998918
G007	G050	0.014998166
G048	G010	0.014998144
G046	G041	0.014997882
G033	G010	0.014997833
G002	G023	0.01499777
G015	G003	0.014997706
G020	G037	0.014997449
G004	G033	0.014997214
G050	G019	0.014997061
G041	G048	0.014997017
G006	G032	0.014996894
G024	G050	0.014996879
G036	G027	0.014996861
G019	G041	0.014996824
G016	G014	0.014996816
G050	G001	0.014996692
G012	G019	0.01499615
G046	G027	0.014996049
G028	G047	0.0149959
G034	G046	0.0149958115
G028	G012	0.014995786
G046	G025	0.014995567
G024	G010	0.014995439
G030	G035	0.014995425
G033	G043	0.0149951475
G034	G002	0.014995136
G038	G050	0.014995058
G028	G020	0.014994974
G008	G041	0.014994846
G046	G031	0.014994785
G034	G048	0.014994727
G030	G043	0.014994571
G047	G017	0.014994544
G013	G033	0.014994527
G048	G044	0.014994403
G003	G013	0.014994372
G033	G030	0.014994356
G024	G026	0.014993931
G048	G046	0.014993891
G018	G039	0.014993424
G044	G003	0.014993131
G001	G032	0.014992967
G015	G007	0.014992111
G044	G023	0.014992084
G029	G034	0.014991785
G026	G001	0.014991495
G003	G002	0.014991443
G002	G045	0.014991263
G034	G040	0.014991243
G013	G036	0.014991042
G019	G002	0.014990949
G021	G029	0.014990864
G038	G044	0.014990561
G031	G039	0.0149905365
G050	G043	0.014990367
G001	G020	0.014990246
G035	G007	0.014990139
G036	G025	0.014989966
G038	G039	0.014989791
G025	G042	0.014989787
G015	G021	0.014989677
G031	G020	0.014989389
G019	G031	0.01498935
G023	G042	0.014989311
G017	G007	0.014988809
G050	G031	0.014988653
G008	G044	0.01498861
G009	G036	0.014988469
G008	G033	0.014987924
G036	G023	0.0149879195
G050	G030	0.014987896
G036	G002	0.014987849
G006	G021	0.014987601
G047	G034	0.014987519
G024	G003	0.014987469
G013	G044	0.014987337
G033	G027	0.014987276
G037	G043	0.014987194
G013	G012	0.014986989
G016	G035	0.014986879
G042	G015	0.014986856
G040	G011	0.014986704
G038	G001	0.014986698
G035	G008	0.014986671
G019	G048	0.014986668
G048	G028	0.014986297
G040	G038	0.014986264
G001	G024	0.01498618
G039	G050	0.014985882
G050	G034	0.014985808
G009	G039	0.014985743
G043	G035	0.014985655
G035	G034	0.014985505
G003	G049	0.014985261
G048	G021	0.014985029
G024	G048	0.014984376
G012	G045	0.014984092
G045	G015	0.01498375
G039	G044	0.0149836885
G035	G016	0.014983471
G007	G028	0.014983253
G030	G006	0.01498304
G035	G017	0.014982943
G008	G022	0.014982802
G036	G031	0.014982791
G006	G047	0.014982553
G034	G047	0.014982527
G011	G045	0.014982492
G039	G009	0.014982488
G026	G019	0.014982272
G025	G021	0.014982107
G033	G038	0.014982081
G013	G048	0.014981992
G013	G014	0.014981963
G019	G010	0.014981719
G019	G013	0.014981656
G046	G002	0.014981495
G035	G006	0.014981331
G044	G048	0.014981104
G024	G047	0.01498094
G004	G041	0.014980726
G024	G018	0.014980595
G047	G048	0.014979953
G035	G032	0.014979897
G031	G014	0.0149798915
G041	G013	0.014979472
G030	G031	0.014979377
G034	G019	0.014979268
G032	G011	0.014979188
G048	G002	0.014979135
G002	G028	0.014979132
G034	G014	0.01497905
G033	G042	0.014979036
G015	G047	0.014978817
G035	G049	0.014978502
G014	G037	0.014978486
G032	G025	0.014978147
G048	G041	0.014978097
G034	G018	0.014977916
G007	G042	0.014977518
G026	G024	0.014977337
G046	G034	0.014976969
G019	G011	0.014976862
G047	G028	0.0149767855
G001	G043	0.014976471
G013	G025	0.0149762
G048	G022	0.014976089
G011	G047	0.014976089
G030	G046	0.014976025
G041	G015	0.014975791
G048	G007	0.014975773
G036	G028	0.014975768
G028	G004	0.014975594
G030	G005	0.0149753075
G012	G029	0.014975249
G045	G026	0.014975203
G012	G011	0.014975018
G026	G016	0.014975017
G016	G039	0.014975007
G013	G038	0.014974343
G030	G032	0.014973986
G035	G047	0.014973561
G038	G018	0.014973556
G029	G026	0.014973504
G030	G029	0.014973291
G038	G027	0.014973102
G026	G050	0.014973012
G008	G032	0.014972468
G042	G031	0.014972154
G002	G004	0.014972129
G042	G045	0.0149720255
G044	G039	0.014971854
G020	G001	0.014971836
G039	G024	0.014971738
G011	G001	0.014971305
G026	G039	0.0149710635
G030	G008	0.0149710355
G041	G028	0.014971016
G033	G023	0.0149707785
G037	G006	0.014970687
G002	G046	0.0149706425
G025	G014	0.014970623
G036	G045	0.0149704665
G037	G044	0.014970362
G043	G015	0.014970069
G011	G030	0.014969873
G002	G021	0.014969862
G035	G011	0.014969448
G019	G009	0.01496941
G043	G008	0.014969364
G050	G016	0.014969283
G003	G028	0.014969106
G002	G036	0.014968841
G002	G013	0.014968619
G035	G050	0.014968568
G025	G015	0.014968158
G015	G020	0.014968108
G020	G014	0.014967974
G024	G023	0.014967904
G004	G013	0.0149678625
G031	G019	0.014967701
G039	G042	0.014967569
G046	G033	0.014967552
G024	G012	0.014967205
G036	G049	0.014967154
G031	G040	0.014966933
G024	G021	0.014966901
G043	G007	0.0149664795
G008	G004	0.014966441
G023	G013	0.014966386
G008	G005	0.01496619
G031	G046	0.014965761
G041	G016	0.014965538
G049	G018	0.014965278
G016	G048	0.014965209
G005	G029	0.014965027
G006	G002	0.01496501
G009	G049	0.014964724
G006	G010	0.014964681
G018	G006	0.014964607
G025	G016	0.014964602
G024	G015	0.014964423
G013	G027	0.014964389
G038	G024	0.014964385
G026	G032	0.014964184
G031	G006	0.014964115
G007	G014	0.014964114
G014	G020	0.014964069
G023	G031	0.014963927
G042	G034	0.014963777
G025	G035	0.014963745
G046	G045	0.014963652
G039	G025	0.014963559
G030	G038	0.014963471
G013	G032	0.014963297
G023	G006	0.014962854
G013	G005	0.014962794
G007	G008	0.014962452
G044	G014	0.014962137
G010	G012	0.01496156
G005	G041	0.014961546
G025	G044	0.014961296
G044	G001	0.014961257
G041	G010	0.014961119
G040	G004	0.014961057
G038	G011	0.014960733
G045	G049	0.014960681
G028	G025	0.014960585
G013	G008	0.014960432
G024	G004	0.014960338
G008	G031	0.014960327
G007	G031	0.01496001
G041	G049	0.014959733
G048	G027	0.014959511
G035	G020	0.014959503
G018	G002	0.014959431
G008	G045	0.01495938
G011	G037	0.014959172
G042	G009	0.014959154
G050	G011	0.014958906
G010	G022	0.014958523
G044	G038	0.014958425
G043	G013	0.014958415
G048	G031	0.014958197
G026	G008	0.014958093
G044	G021	0.014958092
G047	G029	0.014957706
G013	G037	0.014957554
G043	G040	0.014957469
G013	G021	0.014957467
G031	G034	0.0149573535
G023	G035	0.014957302
G005	G008	0.0149572
G025	G048	0.0149571905
G022	G017	0.014957057
G044	G047	0.01495697
G030	G041	0.014956854
G015	G013	0.014956853
G008	G019	0.014956797
G044	G015	0.014956459
G035	G014	0.014956326
G035	G030	0.014956129
G025	G049	0.014956038
G005	G046	0.014955808
G002	G041	0.014955686
G049	G001	0.014955679
G043	G005	0.01495504
G003	G037	0.014954854
G032	G044	0.014954821
G004	G014	0.014954805
G013	G016	0.014954551
G050	G025	0.0149545055
G035	G037	0.014954369
G022	G006	0.014954162
G009	G041	0.014953833
G018	G022	0.014953751
G041	G009	0.014953495
G001	G003	0.014953408
G015	G017	0.014953182
G011	G031	0.014952793
G001	G002	0.014952149
G039	G017	0.014952042
G015	G035	0.0149520105
G014	G044	0.0149519555
G012	G031	0.014951726
G048	G012	0.0149517115
G016	G049	0.01495151
G046	G009	0.014951475
G010	G003	0.014951443
G028	G040	0.014951307
G036	G010	0.01495115
G036	G044	0.014950919
G030	G027	0.014950836
G007	G024	0.014950662
G046	G008	0.014950618
G044	G040	0.014950613
G006	G041	0.014950463
G040	G030	0.01495046
G041	G034	0.014950331
G034	G035	0.014950315
G006	G019	0.014950108
G015	G037	0.014949709
G024	G002	0.0149496235
G025	G018	0.014949198
G007	G021	0.014949063
G028	G034	0.014948768
G006	G001	0.014948629
G050	G035	0.01494856
G026	G007	0.014948416
G020	G019	0.014948261
G006	G024	0.014948058
G036	G022	0.014948051
G023	G018	0.014947581
G030	G011	0.0149473855
G019	G033	0.01494721
G032	G018	0.014947086
G036	G020	0.014947001
G006	G028	0.014946564
G045	G024	0.014946549
G047	G027	0.014946051
G015	G048	0.014945926
G028	G033	0.014945837
G047	G045	0.014945807
G030	G010	0.014945575
G036	G050	0.014944934
G006	G012	0.014944807
G015	G014	0.014944759
G035	G015	0.014944314
G001	G042	0.014944196
G048	G036	0.014944153
G020	G047	0.014944065
G036	G012	0.01494376
G047	G014	0.014943653
G024	G020	0.014942982
G050	G045	0.014942949
G034	G003	0.014942908
G037	G030	0.0149427885
G026	G002	0.014942787
G047	G008	0.014942714
G035	G028	0.014942288
G045	G050	0.014942194
G028	G038	0.014941993
G007	G047	0.014941893
G019	G017	0.014941884
G029	G042	0.014941759
G019	G025	0.014941678
G030	G028	0.014941675
G043	G011	0.014941625
G047	G022	0.014941531
G043	G028	0.014941497
G047	G003	0.014941239
G028	G024	0.014941175
G023	G030	0.0149410395
G034	G044	0.014940853
G029	G027	0.014940648
G013	G040	0.014940443
G037	G011	0.01494026
G043	G047	0.014940194
G045	G037	0.014940017
G026	G034	0.014939852
G015	G026	0.0149396015
G043	G021	0.014939034
G047	G024	0.014938894
G036	G019	0.014938802
G008	G042	0.014938497
G031	G002	0.01493838
G043	G010	0.014938363
G024	G006	0.014937899
G026	G010	0.014937846
G007	G012	0.014937779
G044	G028	0.0149377
G009	G035	0.014937509
G006	G045	0.014937444
G002	G032	0.014937198
G025	G033	0.014936961
G046	G018	0.014936646
G018	G001	0.014936208
G048	G034	0.014935888
G041	G020	0.014935698
G036	G034	0.014935592
G007	G027	0.01493549
G029	G041	0.014935214
G030	G048	0.014935171
G049	G023	0.014935044
G050	G002	0.014935043
G014	G031	0.014935001
G013	G041	0.014934958
G019	G028	0.014934735
G049	G029	0.014934471
G043	G038	0.014934354
G041	G036	0.014934224
G047	G001	0.01493405
G044	G034	0.014934007
G003	G009	0.014933913
G046	G049	0.01493373
G023	G029	0.014933729
G048	G049	0.014933689
G007	G009	0.014933612
G013	G046	0.0149336
G030	G033	0.014933388
G050	G038	0.014933258
G038	G014	0.014933241
G043	G023	0.014933082
G029	G015	0.014932874
G019	G021	0.014932521
G041	G026	0.014931768
G050	G036	0.014931577
G025	G050	0.014931404
G002	G037	0.014931108
G018	G007	0.014930934
G001	G007	0.014930488
G002	G040	0.014930394
G047	G039	0.014930353
G025	G039	0.014930182
G039	G027	0.014929995
G017	G027	0.0149299465
G004	G032	0.014929901
G001	G037	0.014929382
G006	G025	0.0149293635
G025	G036	0.014929264
G030	G021	0.0149286445
G044	G025	0.014928509
G042	G035	0.014928329
G026	G036	0.0149281295
G006	G042	0.0149279665
G037	G016	0.014927959
G023	G047	0.014927774
G045	G016	0.014927581
G042	G048	0.014927298
G024	G034	0.014926936
G032	G004	0.014926756
G025	G045	0.014926655
G005	G016	0.014926444
G016	G040	0.014926297
G003	G015	0.014926198
G002	G007	0.0149260685
G043	G050	0.014926045
G014	G025	0.014926028
G026	G047	0.0149259735
G014	G012	0.014925718
G015	G044	0.014925225
G045	G035	0.0149252005
G050	G010	0.014925046
G030	G007	0.014924545
G037	G036	0.0149241565
G039	G021	0.014924131
G032	G037	0.01492386
G041	G047	0.0149236
G023	G045	0.014923587
G033	G028	0.014923501
G015	G042	0.014923435
G039	G037	0.014923428
G004	G007	0.01492316
G048	G005	0.014922895
G047	G031	0.014922847
G006	G017	0.014922685
G025	G041	0.014922363
G023	G025	0.014922186
G043	G031	0.01492217
G005	G033	0.01492199
G003	G031	0.014921877
G042	G044	0.014921592
G044	G005	0.014921496
G035	G027	0.014920679
G044	G031	0.014920355
G033	G045	0.014920295
G012	G033	0.014919579
G020	G008	0.014919377
G045	G019	0.014919328
G028	G010	0.014919307
G030	G009	0.014919113
G046	G007	0.014919069
G019	G042	0.014918959
G004	G022	0.014918702
G019	G014	0.014918639
G007	G044	0.01491855
G043	G025	0.014918416
G015	G005	0.014918341
G030	G025	0.014918144
G020	G028	0.014917962
G013	G001	0.014917586
G020	G041	0.0149170235
G047	G007	0.014916986
G036	G003	0.014916951
G050	G042	0.014916364
G042	G023	0.014916135
G044	G024	0.014915967
G039	G045	0.01491585
G028	G014	0.014915773
G019	G024	0.014915751
G024	G029	0.014915696
G024	G040	0.014915312
G039	G011	0.014915213
G049	G006	0.01491505
G003	G047	0.014914802
G008	G050	0.014914443
G043	G012	0.0149142975
G016	G003	0.014913855
G041	G043	0.014913702
G002	G038	0.014913396
G013	G002	0.014913369
G007	G010	0.014912954
G025	G047	0.014912952
G014	G045	0.014912604
G009	G018	0.014912291
G040	G028	0.014912281
G043	G001	0.014912233
G022	G026	0.014912202
G032	G021	0.014912008
G043	G014	0.014911985
G034	G009	0.014911772
G024	G038	0.014911518
G032	G005	0.014911486
G009	G016	0.014911462
G003	G039	0.014911336
G030	G049	0.014911113
G048	G029	0.014910931
G031	G007	0.014910823
G022	G035	0.014910333
G009	G015	0.014910261
G050	G040	0.014909906
G019	G027	0.014909899
G043	G026	0.014909762
G015	G029	0.014909725
G020	G032	0.014909669
G025	G031	0.01490942
G037	G032	0.014909409
G037	G012	0.014909323
G027	G033	0.014909258
G023	G009	0.014909152
G013	G035	0.014908885
G024	G042	0.014908819
G007	G036	0.014908769
G032	G038	0.014908653
G005	G019	0.014908628
G032	G016	0.014908536
G050	G005	0.014908502
G019	G030	0.014908291
G048	G026	0.014908066
G024	G009	0.014908036
G018	G032	0.014907081
G019	G045	0.014907045
G025	G013	0.014906986
G043	G020	0.014906958
G032	G023	0.014906907
G040	G016	0.014906721
G001	G036	0.014906611
G013	G042	0.014905834
G046	G044	0.014905488
G045	G023	0.014904949
G046	G048	0.014904321
G040	G006	0.014904284
G009	G022	0.014904216
G036	G015	0.014904171
G041	G002	0.014904134
G047	G025	0.014903966
G032	G013	0.01490389
G024	G027	0.014903853
G013	G031	0.014903821
G034	G041	0.014903593
G028	G044	0.014903319
G025	G009	0.0149030285
G045	G012	0.014902869
G025	G022	0.014902282
G028	G002	0.014901785
G009	G019	0.014901407
G015	G023	0.014901275
G006	G029	0.014901027
G013	G009	0.014899998
G022	G037	0.014899886
G003	G027	0.014899568
G032	G045	0.014899371
G025	G037	0.014899273
G032	G015	0.014898771
G007	G022	0.014898524
G015	G006	0.014898054
G047	G016	0.0148980245
G041	G011	0.014898
G045	G028	0.014897908
G040	G024	0.014897284
G007	G019	0.014897041
G018	G048	0.014897011
G015	G022	0.014896298
G032	G035	0.014896191
G037	G004	0.014895324
G014	G009	0.014895321
G049	G040	0.014895071
G009	G032	0.014895019
G043	G017	0.014895018
G030	G024	0.014894987
G045	G041	0.014894609
G015	G041	0.0148943225
G019	G004	0.014894298
G043	G046	0.014894156
G003	G032	0.014894091
G034	G013	0.01489409
G048	G047	0.014894077
G034	G049	0.014894042
G001	G021	0.014893877
G006	G023	0.014893853
G032	G033	0.014893817
G023	G034	0.014893686
G044	G020	0.014893072
G006	G014	0.014892521
G015	G038	0.014892387
G047	G038	0.014892364
G048	G009	0.014892167
G007	G045	0.01489213
G019	G023	0.014892028
G016	G022	0.014891715
G044	G045	0.014891714
G036	G009	0.014891639
G032	G042	0.0148915835
G046	G039	0.014891395
G045	G011	0.014891264
G022	G038	0.0148908
G004	G039	0.01489035
G036	G018	0.0148902945
G014	G047	0.014890093
G011	G017	0.014889449
G047	G004	0.014889417
G020	G006	0.014888983
G043	G030	0.014888963
G028	G027	0.014888868
G024	G025	0.014888717
G049	G028	0.014888561
G009	G020	0.014887676
G037	G026	0.014887573
G039	G030	0.014887454
G031	G032	0.014887445
G036	G024	0.014887436
G042	G014	0.0148873525
G016	G007	0.014887243
G049	G024	0.014886918
G047	G036	0.01488634
G024	G039	0.014886204
G028	G017	0.014886203
G047	G049	0.014886167
G024	G037	0.014886151
G046	G019	0.014886123
G002	G009	0.014885966
G036	G014	0.014885899
G024	G001	0.014885833
G045	G025	0.014885801
G008	G048	0.014885737
G014	G041	0.014885329
G026	G022	0.014885263
G014	G027	0.014885201
G046	G014	0.014884994
G043	G039	0.014884887
G001	G025	0.014884846
G015	G045	0.014884547
G035	G029	0.014884362
G015	G034	0.014883982
G045	G040	0.014883484
G009	G007	0.014882963
G014	G043	0.014882696
G026	G035	0.014882615
G016	G047	0.014882589
G013	G006	0.014882575
G024	G049	0.014882466
G006	G027	0.014882385
G034	G032	0.014882316
G042	G050	0.01488229
G042	G011	0.014882252
G042	G017	0.014882239
G041	G021	0.014881968
G048	G006	0.014881272
G022	G007	0.014880931
G029	G011	0.014879939
G002	G034	0.014879639
G016	G008	0.014879212
G008	G039	0.014879083
G043	G016	0.014879054
G013	G022	0.014879016
G045	G038	0.014878843
G036	G048	0.014878834
G018	G047	0.014878544
G015	G019	0.014878491
G013	G004	0.014878438
G005	G049	0.014877841
G043	G034	0.014877407
G014	G015	0.014877171
G025	G003	0.014877152
G049	G020	0.014876633
G036	G001	0.0148757985
G004	G028	0.014875783
G009	G021	0.014875577
G015	G008	0.014875478
G041	G014	0.014875105
G032	G050	0.014874717
G041	G023	0.014874551
G050	G007	0.014873916
G042	G010	0.01487348
G046	G003	0.014873054
G014	G033	0.0148729365
G037	G041	0.014872083
G008	G037	0.014871677
G005	G039	0.0148716085
G022	G019	0.014871334
G047	G018	0.014871226
G006	G036	0.014870899
G013	G049	0.014869896
G043	G009	0.014869809
G043	G033	0.014869782
G050	G049	0.014869375
G034	G022	0.014869137
G009	G048	0.014869105
G013	G010	0.014868707
G005	G040	0.014868588
G048	G001	0.014868423
G011	G027	0.014868301
G014	G004	0.014867891
G006	G030	0.01486772
G025	G010	0.01486759
G040	G029	0.014867222
G008	G018	0.014867075
G043	G049	0.014866643
G040	G020	0.014866258
G037	G046	0.014865101
G014	G032	0.014864915
G050	G047	0.014864755
G008	G007	0.014864316
G014	G028	0.014864221
G014	G001	0.014864183
G016	G046	0.014864156
G015	G036	0.014863781
G008	G049	0.014863743
G007	G020	0.014863643
G032	G027	0.014863064
G043	G037	0.014862507
G032	G031	0.014862469
G034	G036	0.014862301
G015	G009	0.014861879
G047	G012	0.014861592
G037	G049	0.014861474
G024	G017	0.014861426
G025	G032	0.014861421
G022	G028	0.014861227
G046	G036	0.014861143
G013	G019	0.014860901
G015	G050	0.014860656
G034	G008	0.014860331
G022	G018	0.014860117
G007	G034	0.014858333
G041	G019	0.01485788
G023	G002	0.014857622
G028	G031	0.014856585
G032	G046	0.014856447
G032	G019	0.014855752
G009	G027	0.014855537
G030	G014	0.014855509
G027	G007	0.014855281
G022	G029	0.014855034
G009	G033	0.014855024
G016	G029	0.01485479
G015	G028	0.014854706
G028	G043	0.0148546165
G037	G009	0.014854324
G040	G023	0.014854181
G044	G032	0.014854144
G015	G027	0.014853824
G040	G041	0.014853815
G050	G028	0.014853614
G032	G024	0.01485315
G037	G021	0.014852832
G031	G022	0.014852435
G048	G039	0.014851987
G045	G021	0.014851872
G013	G028	0.014851815
G041	G001	0.01485134
G009	G050	0.014851214
G014	G018	0.014851131
G009	G001	0.014850663
G018	G009	0.01485032
G036	G040	0.014850301
G014	G023	0.014850015
G019	G040	0.014849666
G024	G036	0.014849431
G015	G046	0.014849181
G014	G002	0.014849051
G028	G023	0.014848243
G005	G009	0.014848039
G046	G040	0.0148478355
G006	G034	0.014847748
G014	G005	0.014846902
G040	G005	0.01484648
G022	G016	0.0148464665
G049	G027	0.01484613
G037	G047	0.014846083
G032	G002	0.014846068
G009	G043	0.014845967
G009	G013	0.014845829
G041	G042	0.0148457745
G042	G037	0.014845524
G022	G031	0.014845504
G005	G042	0.014845437
G037	G050	0.01484482
G037	G017	0.014844807
G032	G036	0.014844732
G015	G031	0.014844334
G014	G019	0.014844323
G005	G015	0.014843913
G048	G032	0.014843266
G009	G026	0.014843233
G046	G032	0.014843214
G043	G045	0.014842504
G027	G017	0.014842259
G014	G050	0.0148421135
G014	G034	0.014842047
G005	G036	0.014842007
G028	G050	0.014841643
G040	G012	0.014841534
G037	G019	0.014841464
G005	G013	0.01484139
G040	G021	0.014841249
G040	G042	0.014841161
G032	G028	0.014840774
G013	G029	0.014840739
G045	G003	0.014840091
G040	G050	0.014839203
G045	G043	0.014838359
G045	G020	0.014837821
G041	G017	0.01483768
G040	G014	0.014837571
G022	G033	0.01483751
G045	G018	0.014837093
G037	G007	0.014836407
G019	G034	0.014836278
G032	G043	0.014834891
G008	G036	0.014834467
G026	G048	0.014834263
G037	G023	0.014834104
G037	G005	0.014833847
G037	G003	0.014833782
G040	G034	0.014833084
G036	G041	0.014833043
G043	G044	0.014832997
G041	G018	0.014832626
G028	G045	0.014832548
G015	G032	0.014831106
G006	G009	0.014831092
G014	G036	0.01483092
G007	G001	0.014830905
G005	G028	0.014830423
G014	G042	0.014830132
G013	G007	0.014830058
G037	G035	0.014829762
G009	G038	0.014829197
G042	G047	0.01482908
G022	G046	0.01482877
G020	G040	0.0148286335
G009	G037	0.014828543
G040	G027	0.014828124
G043	G036	0.0148277655
G044	G010	0.014827542
G008	G047	0.014827072
G043	G048	0.014826682
G014	G003	0.01482544
G005	G020	0.014825393
G009	G002	0.0148249995
G030	G023	0.014824816
G022	G044	0.014824531
G046	G022	0.014824271
G014	G029	0.014824254
G037	G002	0.014824194
G009	G047	0.014824142
G037	G024	0.014823914
G020	G029	0.014823757
G040	G049	0.014823105
G022	G050	0.014822943
G022	G005	0.014822829
G022	G034	0.014822414
G045	G036	0.014822394
G009	G044	0.014822287
G041	G044	0.01482218
G040	G048	0.014822067
G014	G040	0.014821572
G041	G050	0.014821301
G047	G005	0.014820796
G043	G019	0.014820051
G022	G042	0.014816436
G025	G007	0.014815934
G045	G029	0.014815886
G037	G013	0.014815796
G006	G048	0.014815491
G046	G047	0.01481478
G037	G045	0.014814309
G009	G003	0.014813817
G009	G025	0.014813815
G047	G032	0.014813598
G037	G040	0.014813525
G022	G047	0.014813205
G043	G029	0.014813076
G040	G025	0.01481298
G018	G029	0.014812434
G040	G031	0.014812067
G014	G046	0.014811638
G005	G007	0.014810598
G027	G019	0.014810476
G050	G012	0.014809833
G044	G037	0.014809562
G050	G029	0.014809355
G022	G010	0.014809146
G043	G018	0.014808715
G037	G014	0.014808495
G045	G047	0.014808404
G034	G029	0.014807503
G037	G031	0.014807019
G022	G011	0.014805716
G008	G040	0.014805555
G041	G025	0.014805141
G050	G039	0.014804814
G037	G010	0.014803893
G036	G032	0.014802935
G014	G010	0.014802765
G037	G018	0.014801992
G009	G017	0.014801705
G014	G016	0.014800928
G041	G027	0.014800645
G043	G042	0.014800395
G020	G022	0.014799305
G009	G034	0.014799146
G043	G022	0.014799078
G044	G042	0.014798187
G022	G009	0.014797046
G004	G029	0.01479692
G043	G027	0.014796675
G032	G003	0.0147965625
G025	G006	0.0147959655
G045	G048	0.014795436
G015	G012	0.014794904
G046	G006	0.014794099
G045	G027	0.014793152
G037	G029	0.014792129
G005	G043	0.014791383
G043	G032	0.0147913275
G031	G029	0.01479031
G009	G028	0.014788866
G043	G041	0.014788453
G043	G006	0.014788406
G040	G033	0.014788125
G045	G010	0.0147877
G040	G037	0.014787341
G022	G025	0.01478725
G022	G023	0.014786743
G005	G001	0.01478673
G040	G045	0.014786284
G037	G015	0.014786055
G027	G037	0.014785956
G041	G004	0.014785183
G009	G042	0.014785042
G040	G018	0.01478443
G045	G046	0.014784355
G024	G008	0.014784339
G040	G013	0.014784143
G032	G020	0.014783705
G028	G021	0.014783161
G037	G038	0.014782915
G045	G022	0.014781221
G008	G006	0.01478077
G022	G040	0.014780277
G013	G003	0.014780184
G009	G010	0.014779295
G036	G007	0.014779072
G022	G015	0.014777479
G008	G012	0.014777037
G041	G024	0.014776926
G028	G030	0.014775527
G022	G012	0.014775134
G034	G007	0.01477303
G027	G018	0.014771933
G037	G022	0.014771322
G040	G010	0.014771048
G022	G027	0.014770632
G032	G049	0.014770124
G047	G006	0.01476987
G022	G049	0.014769164
G027	G035	0.014768143
G045	G006	0.014767574
G009	G023	0.014767566
G022	G004	0.014767383
G022	G024	0.014765454
G037	G042	0.014764572
G027	G050	0.014764402
G005	G017	0.014764077
G015	G040	0.0147629315
G005	G032	0.014762663
G022	G021	0.014762185
G022	G030	0.0147619415
G040	G022	0.014761598
G045	G009	0.014761525
G032	G041	0.014761048
G032	G029	0.014760377
G009	G014	0.01475991
G032	G012	0.014759872
G022	G048	0.01475968
G022	G039	0.014759228
G005	G037	0.014758278
G032	G047	0.0147574
G014	G008	0.014755739
G045	G039	0.014755458
G014	G007	0.0147548765
G045	G032	0.01475406
G027	G028	0.014754005
G005	G023	0.014752863
G032	G006	0.014752709
G032	G010	0.014752224
G040	G009	0.014752181
G015	G039	0.014751937
G022	G036	0.014751815
G037	G025	0.014751299
G040	G003	0.014751003
G027	G039	0.014750924
G032	G008	0.014750349
G037	G048	0.014749262
G045	G002	0.014748738
G027	G034	0.014748705
G041	G037	0.014748183
G027	G041	0.014748132
G014	G013	0.014747943
