TF	Target	EdgeWeight
G085	G092	0.0017971136
G028	G019	0.0017970955
G099	G100	0.001797074
G088	G050	0.0017970708
G099	G070	0.0017970657
G063	G015	0.0017970072
G028	G027	0.001796952
G066	G030	0.0017969433
G049	G097	0.0017969316
G023	G092	0.001796895
G014	G057	0.0017968589
G008	G051	0.001796851
G088	G089	0.0017968406
G003	G081	0.0017968399
G008	G024	0.0017968196
G068	G037	0.0017968084
G020	G074	0.0017968027
G037	G075	0.0017967996
G015	G010	0.0017967786
G079	G049	0.0017967673
G002	G014	0.0017967335
G047	G042	0.0017967266
G038	G014	0.0017967239
G081	G097	0.0017967223
G052	G059	0.0017967166
G097	G033	0.0017967141
G012	G072	0.0017967073
G040	G037	0.0017966798
G037	G065	0.0017966689
G066	G063	0.001796666
G031	G040	0.0017966573
G053	G027	0.0017966182
G002	G095	0.0017966134
G022	G081	0.0017965968
G021	G072	0.0017965472
G060	G092	0.0017965008
G047	G051	0.0017964887
G083	G085	0.0017964735
G082	G070	0.0017964318
G089	G011	0.0017964294
G030	G016	0.0017963976
G003	G013	0.0017963884
G007	G069	0.0017963804
G043	G049	0.001796339
G032	G087	0.0017963343
G034	G031	0.0017963103
G046	G048	0.0017962991
G014	G042	0.0017962983
G080	G016	0.0017962799
G016	G079	0.0017962405
G089	G064	0.001796216
G078	G093	0.0017961923
G037	G040	0.0017961666
G036	G067	0.001796143
G078	G005	0.0017961329
G061	G063	0.0017961323
G015	G050	0.0017961247
G097	G024	0.0017961243
G053	G002	0.0017960523
G013	G061	0.0017960466
G010	G047	0.0017960295
G058	G033	0.0017960188
G018	G066	0.0017959977
G085	G046	0.0017959686
G087	G082	0.0017959642
G009	G083	0.001795949
G028	G092	0.001795941
G037	G095	0.0017959389
G004	G022	0.0017959153
G009	G028	0.0017958466
G059	G054	0.0017958307
G010	G032	0.0017958244
G032	G062	0.0017957811
G083	G072	0.0017957534
G025	G010	0.0017957478
G087	G053	0.0017957266
G043	G055	0.0017957252
G095	G043	0.0017956898
G013	G099	0.0017956664
G072	G094	0.0017956581
G001	G087	0.0017955769
G063	G074	0.0017955416
G068	G012	0.0017955244
G064	G074	0.0017955212
G018	G023	0.0017955193
G004	G071	0.0017954452
G071	G025	0.0017954215
G064	G007	0.0017953665
G075	G072	0.0017953576
G013	G048	0.0017952824
G092	G046	0.0017952782
G076	G093	0.0017952388
G033	G007	0.001795234
G041	G050	0.0017951562
G050	G023	0.0017951522
G022	G012	0.0017951339
G016	G092	0.0017951247
G095	G087	0.001795109
G050	G089	0.001795097
G014	G002	0.0017950847
G004	G072	0.0017950801
G026	G074	0.001795036
G023	G089	0.0017950174
G022	G025	0.0017950059
G029	G019	0.0017949907
G028	G063	0.0017949905
G028	G079	0.0017949739
G089	G014	0.0017949454
G016	G070	0.0017949336
G058	G036	0.0017949303
G066	G021	0.0017949222
G086	G078	0.0017949097
G072	G014	0.0017949033
G047	G034	0.0017948991
G043	G066	0.0017948974
G065	G026	0.0017948785
G008	G076	0.0017948522
G008	G019	0.0017948254
G083	G018	0.0017948233
G025	G030	0.0017947863
G056	G084	0.0017947691
G050	G035	0.0017947421
G048	G039	0.0017947339
G040	G048	0.0017947273
G054	G033	0.0017947233
G098	G033	0.001794672
G089	G013	0.0017946472
G026	G064	0.0017946255
G071	G063	0.0017946165
G069	G056	0.0017945983
G017	G002	0.0017945855
G015	G077	0.0017945829
G014	G087	0.0017945793
G031	G046	0.001794571
G037	G093	0.0017945657
G052	G046	0.0017945654
G085	G021	0.0017945261
G003	G002	0.0017945253
G059	G089	0.0017944928
G004	G005	0.0017944429
G082	G066	0.0017944413
G049	G007	0.0017944323
G037	G001	0.0017944202
G004	G048	0.001794411
G052	G018	0.0017943733
G057	G078	0.0017943593
G014	G023	0.0017943378
G074	G058	0.0017942977
G093	G042	0.001794287
G058	G041	0.0017942846
G034	G077	0.0017942559
G001	G014	0.0017942267
G044	G055	0.0017942219
G066	G028	0.0017941598
G078	G053	0.0017941111
G097	G075	0.0017941087
G069	G032	0.0017940915
G020	G046	0.0017940911
G082	G017	0.0017940771
G057	G031	0.0017940725
G054	G055	0.0017940135
G002	G054	0.0017939955
G048	G092	0.0017939853
G093	G094	0.0017939375
G020	G021	0.001793927
G044	G021	0.0017939266
G025	G002	0.0017938685
G024	G029	0.0017938649
G077	G090	0.0017938613
G052	G061	0.0017938176
G097	G098	0.0017938168
G041	G044	0.0017937965
G021	G047	0.0017937481
G070	G058	0.0017937182
G054	G050	0.0017937043
G055	G010	0.0017937041
G004	G043	0.001793697
G083	G061	0.0017936723
G012	G078	0.0017936707
G009	G081	0.0017936702
G073	G013	0.0017936286
G089	G048	0.0017936185
G076	G039	0.0017936175
G028	G040	0.001793616
G089	G015	0.0017935905
G080	G074	0.0017935833
G004	G092	0.0017935757
G046	G033	0.0017935613
G003	G057	0.0017935069
G046	G068	0.0017934846
G097	G032	0.0017934846
G054	G062	0.0017934843
G011	G092	0.0017934755
G045	G002	0.0017934563
G026	G008	0.0017934276
G083	G068	0.0017933578
G072	G029	0.0017933535
G051	G040	0.0017932742
G032	G083	0.001793274
G075	G007	0.0017932636
G097	G003	0.0017932004
G071	G004	0.0017931763
G078	G050	0.0017931554
G051	G085	0.0017931549
G013	G053	0.0017930663
G049	G062	0.0017930545
G082	G057	0.0017930425
G017	G019	0.0017930411
G007	G042	0.0017930245
G049	G043	0.0017930215
G029	G005	0.0017930067
G065	G040	0.001792998
G006	G073	0.0017929894
G084	G016	0.0017929334
G016	G065	0.0017929238
G055	G044	0.0017929199
G004	G055	0.0017929099
G098	G051	0.0017928949
G094	G014	0.001792884
G072	G004	0.0017927937
G034	G004	0.0017927928
G096	G058	0.0017927828
G081	G030	0.0017927443
G015	G045	0.001792725
G066	G003	0.001792713
G050	G012	0.0017927076
G031	G077	0.0017926655
G084	G006	0.0017926638
G023	G014	0.0017926593
G047	G026	0.0017926551
G030	G038	0.0017926461
G008	G061	0.001792625
G027	G073	0.0017926147
G047	G071	0.0017926139
G004	G095	0.0017925894
G061	G007	0.0017925808
G022	G051	0.0017925737
G015	G006	0.0017925554
G012	G080	0.0017925397
G078	G069	0.0017925013
G070	G050	0.0017924575
G080	G058	0.0017924464
G034	G054	0.0017923797
G071	G031	0.0017923232
G065	G003	0.0017922686
G002	G028	0.001792251
G025	G070	0.0017922181
G066	G056	0.0017921858
G008	G084	0.001792166
G002	G078	0.0017921434
G071	G049	0.0017921397
G076	G058	0.0017921255
G094	G096	0.001792112
G064	G062	0.0017920604
G074	G044	0.0017920517
G049	G027	0.0017920465
G086	G006	0.0017920322
G095	G044	0.0017920256
G065	G058	0.0017920211
G020	G087	0.0017920141
G087	G095	0.0017920109
G012	G007	0.0017919922
G023	G013	0.0017919682
G002	G091	0.0017919652
G078	G038	0.0017919354
G030	G088	0.001791921
G054	G006	0.0017919174
G086	G083	0.0017919149
G049	G025	0.0017918771
G084	G020	0.001791824
G087	G094	0.0017917721
G053	G073	0.0017917625
G045	G087	0.001791759
G081	G051	0.001791735
G060	G051	0.0017917157
G083	G030	0.0017917105
G011	G014	0.0017916649
G015	G090	0.0017915643
G096	G015	0.0017915207
G065	G083	0.0017914693
G088	G095	0.001791401
G018	G089	0.001791367
G095	G046	0.0017913663
G004	G013	0.0017913237
G092	G035	0.0017912758
G060	G010	0.0017912672
G071	G062	0.0017912434
G091	G020	0.0017912401
G040	G007	0.0017912263
G079	G099	0.0017911964
G061	G043	0.0017911738
G046	G086	0.0017911594
G096	G065	0.0017911384
G090	G014	0.00179112
G097	G066	0.0017910431
G052	G053	0.0017910101
G098	G020	0.0017908773
G081	G043	0.0017908707
G024	G084	0.001790834
G034	G093	0.0017908065
G074	G003	0.0017908061
G048	G034	0.00179078
G087	G055	0.0017907786
G092	G036	0.0017907632
G062	G074	0.0017907325
G077	G025	0.0017907278
G074	G053	0.0017906842
G090	G053	0.0017906768
G005	G014	0.0017905403
G066	G051	0.0017905382
G057	G044	0.0017905375
G005	G054	0.0017905171
G032	G024	0.0017905064
G001	G017	0.0017904458
G036	G080	0.0017904236
G070	G017	0.0017904204
G001	G099	0.001790402
G015	G012	0.0017903927
G014	G045	0.00179038
G092	G062	0.001790348
G026	G077	0.0017902955
G017	G051	0.0017902508
G007	G071	0.0017902086
G094	G031	0.001790206
G055	G006	0.0017901588
G007	G020	0.0017901427
G009	G005	0.0017901385
G089	G077	0.0017900878
G018	G024	0.0017900835
G005	G091	0.0017900744
G037	G057	0.0017900476
G068	G005	0.0017900455
G095	G016	0.0017900323
G038	G015	0.0017900015
G003	G099	0.0017899782
G056	G064	0.0017899338
G077	G007	0.0017899247
G044	G041	0.0017899194
G068	G036	0.0017899104
G045	G008	0.0017898739
G080	G042	0.0017898589
G025	G021	0.0017898373
G020	G052	0.0017898125
G062	G002	0.0017898111
G085	G091	0.0017897994
G039	G077	0.0017897416
G087	G032	0.0017896976
G003	G050	0.0017896803
G015	G038	0.0017896346
G039	G099	0.0017896293
G099	G091	0.0017896008
G027	G054	0.0017895729
G057	G026	0.0017895693
G054	G093	0.001789563
G077	G093	0.0017894597
G082	G039	0.0017894588
G026	G051	0.0017894312
G075	G028	0.0017894079
G046	G072	0.0017893348
G069	G076	0.0017893346
G068	G099	0.00178932
G084	G092	0.0017892652
G062	G087	0.0017892504
G042	G037	0.0017892352
G064	G004	0.0017892317
G053	G039	0.0017891969
G015	G074	0.0017891746
G026	G053	0.0017891629
G093	G077	0.0017891235
G009	G089	0.0017890962
G020	G100	0.0017890924
G034	G084	0.0017890749
G009	G093	0.0017890265
G082	G080	0.0017890085
G033	G051	0.0017890083
G066	G100	0.0017890076
G010	G069	0.0017889853
G084	G070	0.0017889696
G064	G029	0.0017889389
G057	G095	0.001788933
G035	G095	0.0017889191
G058	G093	0.0017889085
G037	G006	0.0017889006
G008	G070	0.0017888385
G070	G067	0.0017888208
G036	G026	0.0017887807
G025	G053	0.0017887182
G079	G050	0.0017887111
G037	G049	0.0017886154
G040	G016	0.0017886086
G053	G046	0.0017885998
G098	G065	0.0017885972
G019	G048	0.0017885782
G032	G092	0.0017885353
G010	G072	0.0017885333
G002	G082	0.0017885154
G047	G049	0.0017885106
G055	G048	0.0017884618
G080	G026	0.0017884523
G004	G008	0.0017884363
G096	G004	0.0017884269
G030	G006	0.0017884057
G013	G082	0.0017883523
G009	G018	0.0017883424
G015	G026	0.0017883084
G025	G097	0.0017883071
G058	G086	0.0017882988
G084	G019	0.0017882959
G090	G076	0.0017882874
G036	G034	0.0017882821
G065	G053	0.0017882471
G089	G073	0.0017882378
G051	G033	0.0017881988
G062	G028	0.0017881123
G016	G097	0.0017881021
G056	G079	0.001788087
G033	G014	0.001788087
G072	G046	0.0017880539
G031	G014	0.0017879963
G093	G058	0.0017879748
G073	G089	0.0017879411
G005	G075	0.0017879079
G062	G003	0.0017878726
G017	G039	0.0017878212
G021	G050	0.001787813
G057	G092	0.001787801
G032	G022	0.0017877875
G098	G030	0.001787719
G069	G006	0.0017876953
G012	G035	0.0017876938
G051	G023	0.0017876753
G004	G026	0.00178764
G037	G055	0.0017876195
G080	G041	0.0017875985
G052	G064	0.0017875652
G081	G055	0.001787525
G058	G048	0.0017875055
G048	G088	0.0017874995
G092	G018	0.0017874877
G006	G024	0.0017874734
G094	G023	0.0017874576
G019	G016	0.0017874523
G075	G043	0.0017874419
G099	G015	0.0017874272
G020	G008	0.0017874029
G004	G023	0.0017873988
G053	G081	0.0017873781
G098	G034	0.0017873391
G027	G070	0.0017873375
G014	G055	0.0017873287
G052	G044	0.0017873223
G033	G044	0.0017872987
G021	G080	0.0017872627
G004	G078	0.0017872488
G080	G071	0.0017872466
G074	G037	0.0017872447
G013	G074	0.0017872426
G075	G015	0.00178724
G064	G053	0.0017872065
G071	G032	0.0017871946
G057	G075	0.0017871623
G068	G030	0.0017871188
G014	G080	0.0017871063
G026	G088	0.0017870802
G036	G037	0.001787073
G072	G021	0.0017870715
G020	G053	0.001787071
G096	G007	0.0017870648
G043	G028	0.0017869896
G037	G043	0.0017869836
G079	G012	0.0017869797
G021	G045	0.0017869789
G078	G004	0.0017869651
G066	G010	0.0017869516
G092	G083	0.0017869463
G096	G088	0.0017869085
G084	G098	0.0017868784
G011	G038	0.0017868652
G056	G001	0.0017868591
G005	G099	0.0017868556
G014	G065	0.0017868258
G009	G095	0.001786802
G077	G020	0.0017867617
G088	G064	0.0017867433
G051	G057	0.0017867305
G020	G040	0.001786695
G075	G096	0.0017866668
G009	G060	0.0017866618
G051	G006	0.0017866524
G072	G086	0.0017866049
G099	G004	0.0017865904
G069	G005	0.0017865874
G045	G019	0.001786569
G027	G044	0.001786567
G054	G081	0.0017865608
G095	G060	0.0017865598
G045	G084	0.0017865592
G082	G007	0.0017865419
G021	G019	0.0017865332
G043	G089	0.0017865207
G042	G028	0.0017865172
G013	G094	0.0017864415
G058	G099	0.0017864313
G050	G045	0.0017864184
G086	G032	0.0017864167
G029	G066	0.0017864117
G091	G030	0.001786382
G066	G025	0.0017863786
G084	G088	0.0017863358
G091	G007	0.0017863074
G045	G006	0.0017862949
G099	G016	0.0017862773
G090	G049	0.0017862456
G082	G010	0.0017862282
G027	G060	0.0017862226
G006	G027	0.0017861832
G002	G021	0.0017861765
G061	G084	0.0017861485
G051	G071	0.0017860885
G013	G037	0.0017860697
G021	G025	0.001786053
G090	G039	0.0017860456
G087	G089	0.0017859545
G063	G037	0.0017859017
G011	G054	0.0017859013
G084	G063	0.0017858965
G021	G082	0.0017858753
G084	G057	0.0017858153
G033	G094	0.0017857986
G056	G095	0.0017857905
G026	G014	0.0017857833
G021	G097	0.0017857791
G068	G084	0.0017857685
G062	G064	0.0017857655
G067	G008	0.0017857219
G049	G010	0.0017857021
G095	G091	0.0017856997
G078	G016	0.0017856896
G069	G077	0.0017855744
G044	G015	0.0017855698
G002	G089	0.0017855166
G007	G063	0.0017854989
G096	G028	0.0017854935
G004	G080	0.0017854745
G072	G042	0.0017854694
G021	G081	0.0017854685
G093	G095	0.0017854668
G019	G051	0.0017854515
G020	G078	0.001785446
G023	G039	0.0017853951
G070	G082	0.0017853862
G064	G094	0.0017853845
G019	G055	0.001785338
G032	G010	0.0017853079
G085	G015	0.0017852994
G072	G057	0.0017852796
G036	G015	0.0017852766
G010	G019	0.0017852515
G039	G075	0.0017852401
G019	G090	0.0017852187
G046	G062	0.0017851903
G046	G081	0.0017851663
G015	G005	0.0017851377
G004	G061	0.0017851315
G002	G041	0.0017850623
G091	G051	0.0017850326
G044	G051	0.0017850252
G084	G011	0.0017849978
G031	G005	0.0017849837
G048	G032	0.0017849383
G062	G100	0.0017848808
G018	G040	0.0017848556
G041	G007	0.0017848433
G082	G032	0.0017847522
G081	G007	0.0017847335
G023	G071	0.0017846734
G025	G084	0.00178465
G053	G062	0.0017846205
G099	G052	0.0017846061
G073	G076	0.0017845919
G100	G048	0.001784582
G083	G038	0.0017845444
G010	G079	0.0017845017
G036	G006	0.0017844964
G010	G091	0.0017844804
G082	G026	0.0017844196
G005	G037	0.0017843803
G061	G026	0.0017843767
G003	G033	0.0017842662
G084	G081	0.0017842647
G051	G059	0.0017842152
G069	G024	0.0017841607
G015	G025	0.0017841005
G053	G060	0.0017840959
G053	G058	0.001784086
G014	G094	0.0017840664
G051	G086	0.0017840614
G078	G082	0.0017840377
G042	G093	0.0017840224
G062	G037	0.0017840002
G037	G012	0.0017839755
G077	G081	0.001783973
G038	G007	0.0017839486
G045	G021	0.0017839177
G008	G060	0.0017839035
G080	G043	0.0017838811
G014	G084	0.0017838773
G067	G053	0.001783797
G063	G042	0.0017837263
G053	G088	0.001783644
G079	G016	0.0017836407
G053	G075	0.0017836042
G061	G089	0.0017835635
G033	G002	0.0017835599
G091	G005	0.0017835463
G060	G019	0.0017835405
G020	G031	0.0017835113
G069	G021	0.00178351
G053	G049	0.001783508
G015	G063	0.0017834756
G025	G089	0.0017834689
G032	G034	0.0017834584
G058	G087	0.001783457
G068	G010	0.0017834522
G072	G074	0.0017834519
G044	G092	0.0017834415
G095	G066	0.0017833841
G091	G068	0.0017833491
G055	G064	0.0017833236
G068	G020	0.0017832747
G094	G017	0.0017832434
G045	G078	0.001783205
G087	G004	0.0017831781
G088	G051	0.0017831674
G033	G062	0.0017831655
G047	G027	0.0017831642
G084	G065	0.0017831424
G080	G062	0.001783124
G083	G032	0.0017831184
G082	G093	0.0017830487
G096	G040	0.0017830447
G056	G075	0.0017829642
G049	G064	0.0017829464
G079	G025	0.0017828922
G036	G017	0.0017828777
G069	G067	0.0017828498
G067	G010	0.0017828443
G006	G084	0.0017828263
G020	G051	0.0017828158
G030	G020	0.0017827874
G009	G020	0.0017827651
G017	G061	0.0017827216
G060	G022	0.001782697
G037	G013	0.0017826692
G017	G077	0.0017826632
G072	G012	0.0017825883
G019	G060	0.0017825742
G083	G076	0.0017825739
G071	G095	0.0017825667
G003	G061	0.0017825561
G020	G061	0.0017825515
G025	G060	0.0017825247
G053	G083	0.0017825147
G003	G059	0.0017824497
G077	G055	0.001782404
G021	G010	0.0017823903
G088	G079	0.0017823633
G036	G072	0.0017823561
G051	G090	0.0017823328
G044	G062	0.0017823094
G088	G019	0.0017823016
G010	G090	0.0017823009
G074	G077	0.0017822973
G021	G044	0.0017822763
G097	G081	0.0017822637
G076	G100	0.0017822441
G017	G099	0.0017822379
G090	G099	0.0017822162
G013	G098	0.0017821797
G019	G035	0.0017821655
G013	G017	0.0017821636
G068	G080	0.0017821366
G079	G008	0.0017821133
G040	G082	0.0017820498
G064	G042	0.0017820455
G060	G028	0.0017819611
G074	G064	0.0017819501
G100	G089	0.0017818899
G037	G081	0.0017818725
G015	G079	0.0017818569
G020	G065	0.0017818502
G077	G086	0.0017817732
G001	G070	0.0017817537
G027	G066	0.0017817199
G050	G018	0.0017817016
G074	G043	0.0017817005
G009	G047	0.0017816959
G099	G074	0.0017816911
G015	G071	0.0017816811
G015	G029	0.00178168
G076	G027	0.0017816756
G001	G082	0.0017815984
G077	G019	0.0017815838
G076	G012	0.0017815479
G072	G040	0.0017815317
G099	G098	0.0017814452
G066	G071	0.0017814314
G003	G084	0.0017814282
G069	G015	0.0017814279
G043	G085	0.0017814209
G005	G073	0.0017814143
G021	G013	0.001781367
G015	G099	0.0017813569
G097	G017	0.0017813336
G091	G098	0.0017812669
G013	G084	0.0017812209
G095	G032	0.0017811741
G100	G022	0.0017811649
G073	G039	0.001781159
G028	G086	0.001781149
G088	G096	0.0017811294
G077	G087	0.0017811225
G026	G068	0.0017810516
G020	G080	0.0017810304
G077	G070	0.0017810146
G050	G063	0.0017810146
G087	G040	0.0017810048
G050	G065	0.0017809927
G053	G056	0.0017809805
G087	G015	0.0017809676
G080	G048	0.0017809627
G035	G061	0.001780957
G012	G003	0.0017809474
G072	G071	0.0017809224
G066	G059	0.0017809216
G049	G046	0.0017808977
G002	G093	0.0017808649
G052	G012	0.0017808578
G029	G028	0.001780847
G004	G039	0.0017808212
G099	G094	0.0017807881
G093	G008	0.0017807679
G068	G095	0.001780759
G022	G060	0.0017807155
G033	G100	0.0017806699
G039	G053	0.001780669
G011	G027	0.0017806527
G097	G093	0.0017806503
G087	G088	0.0017805956
G002	G067	0.0017805698
G046	G090	0.001780568
G029	G043	0.001780557
G092	G024	0.0017805466
G077	G013	0.001780487
G094	G007	0.0017804727
G072	G016	0.0017804616
G098	G002	0.0017804382
G031	G013	0.0017804228
G033	G017	0.0017804084
G026	G086	0.001780391
G054	G025	0.0017803325
G042	G047	0.0017803219
G010	G015	0.0017803009
G020	G049	0.0017802637
G056	G063	0.0017802293
G082	G072	0.0017802259
G069	G013	0.0017802238
G086	G044	0.0017802169
G070	G010	0.0017802122
G020	G059	0.0017801502
G005	G082	0.00178014
G056	G028	0.001780078
G057	G088	0.0017800593
G027	G057	0.0017800587
G085	G042	0.0017800151
G021	G007	0.0017800017
G072	G077	0.0017799917
G060	G099	0.0017799874
G076	G017	0.001779974
G046	G066	0.0017799723
G039	G088	0.0017799718
G086	G028	0.00177996
G003	G023	0.001779945
G040	G096	0.0017799368
G036	G090	0.0017799364
G076	G095	0.0017799202
G083	G005	0.0017798799
G087	G027	0.0017798704
G060	G027	0.0017798699
G073	G027	0.0017798695
G072	G080	0.0017798444
G004	G033	0.0017798436
G099	G081	0.0017798173
G056	G020	0.0017798032
G019	G080	0.0017797987
G040	G031	0.001779747
G064	G056	0.001779745
G068	G026	0.0017796853
G074	G083	0.0017796713
G078	G006	0.0017796705
G050	G049	0.0017796544
G032	G019	0.0017796354
G030	G092	0.0017796269
G061	G015	0.0017796075
G099	G082	0.0017796012
G093	G098	0.0017795755
G011	G089	0.0017795393
G032	G038	0.0017795392
G021	G090	0.00177952
G024	G061	0.0017795044
G080	G045	0.0017794974
G029	G036	0.0017794779
G022	G054	0.0017794527
G003	G068	0.0017794338
G045	G096	0.0017794098
G020	G089	0.0017794066
G004	G063	0.0017793947
G006	G061	0.0017793706
G094	G064	0.0017793529
G098	G079	0.0017793435
G097	G085	0.0017793382
G089	G041	0.0017793229
G087	G070	0.0017793206
G078	G056	0.0017793111
G029	G086	0.0017793023
G012	G096	0.0017792927
G011	G049	0.0017792915
G092	G056	0.0017792183
G055	G054	0.0017791421
G053	G034	0.0017791209
G075	G071	0.001779118
G096	G072	0.0017790829
G100	G055	0.0017790804
G034	G056	0.001779029
G050	G081	0.0017790277
G001	G077	0.001779023
G072	G079	0.0017789655
G038	G055	0.0017789562
G003	G098	0.0017789318
G073	G054	0.0017789296
G074	G016	0.001778908
G033	G040	0.0017789014
G073	G015	0.0017788871
G085	G049	0.0017788542
G083	G098	0.0017788431
G030	G043	0.0017788393
G049	G057	0.001778836
G066	G024	0.0017788048
G097	G095	0.0017787755
G012	G067	0.0017787683
G063	G023	0.0017787633
G083	G003	0.0017787594
G028	G030	0.001778759
G051	G022	0.0017787499
G054	G012	0.0017787479
G009	G061	0.0017787463
G061	G066	0.0017787169
G004	G062	0.0017786897
G010	G080	0.0017786844
G100	G081	0.0017786768
G061	G091	0.0017786237
G084	G023	0.0017786137
G070	G052	0.0017785495
G070	G027	0.0017785338
G009	G087	0.0017785298
G015	G047	0.0017785258
G036	G091	0.0017785231
G062	G040	0.0017785222
G040	G022	0.0017785176
G041	G054	0.0017785042
G097	G027	0.0017784552
G068	G070	0.0017784535
G083	G073	0.0017784474
G009	G057	0.0017784436
G017	G013	0.0017784435
G008	G050	0.0017783833
G026	G046	0.0017783642
G096	G050	0.0017783401
G010	G039	0.0017783353
G038	G060	0.0017782965
G031	G027	0.0017782358
G013	G096	0.0017782062
G017	G050	0.0017781848
G091	G061	0.0017781616
G061	G021	0.0017781465
G030	G018	0.0017780968
G035	G084	0.0017780958
G028	G089	0.0017780925
G010	G100	0.0017780828
G043	G039	0.0017780676
G012	G025	0.0017780281
G048	G016	0.0017780268
G044	G046	0.0017780262
G093	G084	0.0017779856
G010	G052	0.0017779256
G041	G049	0.0017778602
G044	G013	0.0017778049
G040	G064	0.0017777741
G024	G077	0.001777759
G092	G064	0.0017777572
G020	G083	0.0017776946
G011	G086	0.0017776616
G017	G078	0.0017776524
G022	G006	0.0017776408
G079	G096	0.0017776125
G045	G034	0.0017775592
G011	G048	0.0017775563
G079	G033	0.0017775504
G054	G063	0.0017775281
G061	G038	0.0017775163
G068	G042	0.0017774705
G010	G002	0.001777469
G030	G065	0.0017774634
G036	G045	0.0017774494
G026	G066	0.0017773624
G094	G055	0.0017773598
G013	G023	0.001777331
G076	G046	0.0017773232
G075	G014	0.0017772383
G059	G067	0.0017772183
G056	G083	0.0017772095
G068	G072	0.0017771896
G005	G100	0.0017771681
G026	G024	0.0017771412
G093	G034	0.0017771389
G041	G088	0.0017770935
G075	G044	0.0017770904
G074	G035	0.0017770859
G037	G041	0.0017770722
G046	G055	0.0017770507
G095	G097	0.0017770485
G086	G093	0.0017770325
G065	G036	0.0017770133
G057	G085	0.0017770024
G029	G017	0.0017769744
G058	G067	0.0017769386
G015	G098	0.0017769304
G029	G049	0.001776918
G036	G095	0.0017769134
G014	G043	0.001776903
G032	G074	0.0017768644
G074	G015	0.0017768156
G034	G069	0.0017767956
G045	G055	0.0017767954
G079	G086	0.0017767736
G026	G079	0.0017767473
G089	G086	0.0017767397
G060	G014	0.0017767344
G056	G067	0.0017767213
G043	G096	0.0017766946
G030	G057	0.0017766807
G057	G058	0.001776668
G080	G024	0.0017766563
G013	G087	0.0017766284
G045	G050	0.0017766202
G091	G085	0.001776614
G068	G016	0.0017766107
G091	G090	0.0017765893
G061	G056	0.001776571
G049	G071	0.0017765661
G024	G065	0.0017765617
G018	G087	0.0017765547
G096	G081	0.0017765315
G087	G042	0.0017765273
G015	G076	0.0017764494
G040	G049	0.0017764388
G076	G094	0.0017764244
G059	G002	0.0017763621
G010	G030	0.0017762993
G019	G044	0.0017762928
G070	G064	0.001776269
G090	G030	0.0017762419
G062	G093	0.0017762331
G081	G092	0.00177622
G005	G088	0.0017762017
G054	G001	0.0017760919
G081	G096	0.0017760919
G056	G022	0.0017760826
G021	G062	0.0017760767
G032	G021	0.0017760128
G025	G055	0.0017760004
G034	G053	0.0017759851
G052	G025	0.0017759835
G059	G057	0.0017759792
G066	G013	0.0017759604
G097	G086	0.0017759601
G011	G065	0.0017759497
G032	G078	0.0017759382
G096	G020	0.0017759328
G002	G042	0.0017759255
G062	G038	0.0017758957
G062	G017	0.0017758727
G099	G075	0.0017758661
G022	G073	0.0017758195
G039	G017	0.001775799
G052	G001	0.0017757928
G059	G062	0.0017757888
G087	G026	0.0017757834
G077	G076	0.0017757771
G023	G029	0.0017757522
G026	G091	0.0017757223
G048	G001	0.0017756895
G017	G031	0.0017756706
G054	G034	0.0017756585
G054	G027	0.0017756462
G073	G004	0.0017756391
G082	G016	0.0017756311
G072	G090	0.001775627
G085	G064	0.00177555
G063	G087	0.0017755346
G049	G054	0.0017755068
G023	G094	0.0017754887
G079	G058	0.0017754831
G064	G051	0.0017754609
G066	G079	0.001775444
G066	G049	0.0017753977
G055	G094	0.0017753835
G016	G043	0.0017753638
G082	G100	0.0017753355
G027	G003	0.0017753318
G025	G019	0.0017753149
G014	G066	0.0017752849
G012	G064	0.0017752817
G064	G081	0.001775281
G008	G043	0.0017752659
G048	G096	0.0017752468
G039	G012	0.0017751855
G025	G007	0.0017751763
G041	G020	0.001775167
G053	G036	0.0017751615
G057	G021	0.0017751614
G018	G070	0.0017751426
G057	G100	0.0017751277
G027	G096	0.0017751247
G093	G072	0.001775117
G015	G091	0.0017750972
G041	G028	0.0017750876
G073	G061	0.0017750531
G017	G089	0.0017750441
G034	G067	0.0017750327
G090	G045	0.0017749855
G090	G091	0.0017749773
G054	G052	0.0017749096
G096	G034	0.0017748933
G035	G044	0.0017748913
G081	G020	0.0017748554
G097	G029	0.0017748392
G008	G028	0.0017748347
G070	G097	0.0017747551
G091	G099	0.0017747526
G090	G059	0.0017747141
G073	G023	0.0017747122
G081	G086	0.0017746992
G052	G023	0.0017746635
G030	G044	0.0017746597
G037	G020	0.001774645
G046	G084	0.001774623
G042	G058	0.0017745823
G029	G044	0.0017745793
G078	G017	0.0017745636
G057	G024	0.001774554
G054	G073	0.0017745516
G052	G005	0.0017745472
G062	G047	0.0017745242
G094	G093	0.0017745207
G079	G030	0.0017744877
G070	G076	0.001774487
G036	G078	0.0017744844
G062	G041	0.00177446
G019	G042	0.0017743842
G031	G047	0.0017743751
G027	G056	0.0017743689
G024	G034	0.0017743297
G089	G065	0.0017742976
G021	G035	0.0017742666
G084	G089	0.0017742342
G019	G056	0.0017742311
G097	G031	0.0017741902
G088	G052	0.0017741885
G033	G073	0.0017741797
G048	G027	0.0017741657
G090	G013	0.0017741389
G005	G012	0.0017741247
G016	G067	0.0017740937
G005	G030	0.0017740588
