TF	Target	EdgeWeight
G040	G024	0.0017935513
G057	G018	0.0017935426
G039	G010	0.0017935334
G016	G044	0.0017934876
G094	G047	0.0017934685
G071	G069	0.0017934546
G043	G087	0.0017934317
G088	G016	0.0017934316
G060	G055	0.0017934048
G061	G003	0.0017933521
G066	G049	0.0017933312
G045	G059	0.0017933231
G008	G066	0.0017933112
G007	G016	0.0017932528
G095	G063	0.0017931877
G068	G012	0.0017931456
G057	G043	0.0017930384
G083	G095	0.0017929969
G068	G096	0.0017929628
G002	G048	0.0017929283
G027	G094	0.0017929063
G046	G067	0.0017929052
G089	G045	0.0017928982
G076	G089	0.0017928478
G086	G037	0.0017928245
G089	G031	0.0017928215
G068	G011	0.0017928062
G009	G075	0.0017927994
G051	G080	0.0017927978
G052	G098	0.0017927921
G095	G039	0.001792761
G022	G066	0.0017927452
G086	G003	0.0017925735
G035	G092	0.0017925187
G059	G076	0.0017924526
G047	G041	0.0017924419
G025	G003	0.0017924384
G083	G044	0.0017924106
G021	G009	0.0017923906
G018	G047	0.0017923821
G097	G044	0.0017923801
G091	G038	0.0017923687
G095	G005	0.00179235
G043	G089	0.0017923329
G067	G061	0.0017923311
G022	G070	0.0017923219
G090	G080	0.0017922851
G082	G009	0.001792285
G068	G005	0.0017922751
G060	G067	0.0017922636
G013	G036	0.0017922546
G093	G058	0.0017922305
G043	G054	0.0017922255
G029	G085	0.0017922212
G076	G014	0.0017922161
G023	G053	0.0017922138
G012	G079	0.0017922032
G063	G079	0.001792188
G020	G027	0.0017921755
G093	G019	0.0017921196
G073	G063	0.0017920933
G058	G073	0.001792087
G057	G014	0.0017920808
G071	G078	0.0017920805
G057	G038	0.0017920779
G042	G087	0.0017920499
G002	G087	0.0017920419
G064	G052	0.0017919758
G003	G095	0.0017918342
G056	G086	0.0017918049
G017	G035	0.0017917986
G067	G041	0.0017917819
G022	G015	0.0017917532
G073	G045	0.0017917481
G057	G075	0.0017917443
G013	G084	0.0017917228
G069	G065	0.0017917124
G042	G022	0.0017916857
G082	G039	0.001791677
G031	G047	0.0017916345
G007	G091	0.0017916271
G006	G053	0.0017915923
G059	G029	0.0017915686
G060	G006	0.0017915681
G030	G036	0.0017915651
G041	G053	0.0017915373
G015	G069	0.0017915175
G029	G069	0.0017914731
G075	G027	0.0017914368
G028	G078	0.0017914071
G033	G035	0.0017913831
G012	G033	0.0017913748
G094	G036	0.0017913725
G052	G091	0.0017913546
G061	G013	0.0017913076
G028	G002	0.0017912957
G004	G026	0.0017912749
G078	G090	0.0017912727
G057	G059	0.0017912448
G029	G053	0.001791227
G026	G002	0.0017912237
G040	G078	0.0017912013
G021	G053	0.0017911996
G069	G086	0.0017911991
G012	G065	0.0017911617
G084	G008	0.0017911473
G036	G018	0.0017911152
G068	G083	0.001791113
G029	G097	0.0017911129
G090	G067	0.0017911065
G003	G096	0.0017910979
G094	G034	0.0017910957
G061	G024	0.0017910617
G018	G034	0.0017910491
G086	G015	0.0017910382
G098	G047	0.001790953
G091	G076	0.0017909392
G013	G087	0.0017909374
G013	G006	0.001790925
G083	G072	0.001790916
G012	G078	0.0017908999
G035	G079	0.0017908489
G046	G002	0.001790847
G013	G042	0.0017908337
G038	G053	0.0017908247
G074	G092	0.0017907504
G058	G056	0.0017907454
G065	G048	0.0017907372
G083	G091	0.0017907285
G025	G013	0.0017907177
G063	G010	0.0017907177
G073	G071	0.0017907122
G079	G041	0.0017906914
G013	G090	0.0017906905
G054	G001	0.0017906438
G021	G035	0.0017906169
G079	G053	0.0017906026
G049	G043	0.0017905931
G048	G054	0.0017905883
G095	G028	0.0017905852
G042	G005	0.0017905323
G059	G096	0.0017905321
G034	G093	0.0017905277
G071	G035	0.0017904345
G096	G043	0.0017904338
G012	G089	0.0017903498
G080	G063	0.0017903097
G086	G031	0.0017902802
G084	G017	0.0017902793
G097	G033	0.00179026
G023	G031	0.001790198
G066	G035	0.0017901801
G083	G038	0.0017901766
G069	G043	0.001790159
G060	G076	0.0017901431
G072	G086	0.0017901403
G057	G050	0.0017901065
G054	G017	0.0017900966
G030	G034	0.001790068
G001	G079	0.0017900548
G022	G060	0.0017900541
G028	G007	0.0017900126
G054	G010	0.0017899922
G090	G056	0.0017899676
G064	G070	0.0017899532
G068	G034	0.0017899282
G028	G038	0.0017899002
G092	G094	0.0017898895
G055	G097	0.0017898525
G009	G020	0.0017898094
G083	G100	0.0017897361
G098	G046	0.0017897252
G044	G097	0.001789725
G097	G059	0.0017897148
G030	G091	0.0017896936
G077	G025	0.0017896857
G046	G038	0.0017896792
G066	G082	0.0017896694
G025	G064	0.0017895353
G014	G072	0.0017895153
G029	G036	0.0017894823
G005	G065	0.0017894725
G008	G075	0.0017894163
G006	G045	0.0017894091
G012	G001	0.0017894066
G094	G027	0.0017893941
G091	G005	0.0017893409
G019	G028	0.0017893317
G002	G068	0.0017893182
G021	G041	0.0017892659
G072	G021	0.0017892126
G005	G068	0.0017891548
G097	G051	0.001789102
G035	G069	0.0017890582
G037	G052	0.0017890496
G009	G052	0.0017889962
G020	G066	0.0017889498
G025	G071	0.0017889423
G092	G014	0.0017888661
G050	G096	0.0017888637
G070	G036	0.0017888383
G016	G013	0.001788786
G068	G094	0.0017887775
G041	G039	0.0017887746
G063	G018	0.001788769
G095	G053	0.0017887559
G077	G068	0.001788743
G071	G042	0.0017887352
G003	G036	0.0017887268
G010	G054	0.0017887151
G022	G044	0.0017886492
G083	G043	0.0017886353
G040	G086	0.0017886278
G063	G072	0.0017886043
G082	G057	0.0017885756
G066	G010	0.0017885491
G028	G088	0.001788537
G011	G089	0.0017884722
G075	G002	0.0017884675
G005	G048	0.001788466
G022	G002	0.0017884512
G009	G029	0.0017884286
G100	G088	0.001788426
G039	G068	0.0017884029
G063	G092	0.0017883911
G075	G066	0.0017883906
G042	G079	0.0017883839
G072	G038	0.0017883693
G084	G021	0.0017883409
G065	G016	0.0017883398
G037	G018	0.001788317
G054	G072	0.0017882581
G038	G026	0.0017882562
G010	G080	0.0017882466
G057	G100	0.001788243
G032	G030	0.0017880478
G032	G052	0.0017880356
G068	G080	0.0017880133
G092	G082	0.0017879626
G082	G040	0.0017879602
G039	G002	0.0017879097
G069	G037	0.0017878748
G054	G038	0.0017878667
G096	G065	0.0017878592
G011	G093	0.0017878581
G032	G046	0.0017877951
G036	G064	0.0017877817
G002	G025	0.0017877816
G059	G019	0.0017877637
G056	G090	0.0017877087
G078	G051	0.0017876783
G073	G060	0.0017876418
G038	G010	0.0017876303
G038	G061	0.0017876191
G087	G049	0.0017876178
G015	G036	0.0017876108
G079	G099	0.0017876095
G079	G089	0.0017875786
G041	G029	0.0017875666
G018	G008	0.0017875623
G070	G088	0.0017875494
G100	G091	0.0017875284
G057	G090	0.0017874845
G080	G086	0.0017874829
G023	G045	0.001787468
G012	G098	0.001787466
G039	G069	0.0017874087
G021	G024	0.0017873766
G098	G093	0.0017873739
G091	G022	0.0017873718
G100	G099	0.0017873282
G060	G018	0.001787325
G016	G035	0.0017873086
G045	G018	0.0017872767
G092	G041	0.0017872461
G001	G030	0.0017871757
G097	G014	0.0017871659
G053	G054	0.0017871457
G100	G020	0.001787118
G096	G050	0.00178711
G028	G061	0.0017870947
G076	G035	0.0017870887
G093	G027	0.0017870818
G034	G003	0.0017870549
G043	G081	0.0017870541
G051	G070	0.0017870388
G039	G090	0.0017870351
G093	G064	0.0017870308
G010	G037	0.0017870304
G009	G017	0.0017870282
G085	G023	0.0017870123
G097	G004	0.0017870029
G003	G094	0.0017869985
G013	G065	0.0017869961
G082	G036	0.0017869598
G100	G055	0.0017869398
G095	G042	0.0017869396
G007	G069	0.0017869334
G007	G056	0.0017869052
G056	G061	0.0017869017
G084	G025	0.0017868858
G070	G082	0.0017868315
G093	G022	0.0017867854
G061	G042	0.0017867758
G038	G069	0.0017867448
G067	G053	0.0017867286
G085	G081	0.0017867264
G044	G005	0.0017865782
G023	G087	0.0017865562
G089	G025	0.0017865117
G008	G087	0.0017864902
G002	G023	0.001786489
G092	G032	0.0017864702
G075	G070	0.001786423
G096	G015	0.0017864101
G095	G099	0.0017864093
G089	G004	0.0017863965
G096	G049	0.0017863229
G063	G074	0.0017863149
G067	G007	0.0017863126
G014	G033	0.0017862958
G030	G020	0.0017862942
G059	G022	0.0017862616
G079	G011	0.0017862504
G064	G054	0.0017861878
G075	G009	0.0017861769
G010	G032	0.0017861716
G014	G020	0.0017860546
G040	G081	0.0017860528
G027	G014	0.0017860377
G010	G042	0.0017860216
G041	G062	0.0017860185
G094	G050	0.0017859949
G085	G015	0.0017859678
G085	G028	0.0017859674
G024	G074	0.0017859531
G078	G026	0.0017859145
G091	G033	0.001785861
G015	G071	0.0017858298
G090	G083	0.0017858151
G051	G049	0.0017857908
G077	G070	0.0017857901
G013	G074	0.0017857886
G030	G056	0.0017857561
G058	G069	0.0017857503
G008	G042	0.0017857193
G022	G010	0.0017856393
G013	G064	0.0017855304
G053	G001	0.0017854916
G100	G022	0.0017854715
G009	G067	0.0017854668
G061	G074	0.0017854504
G035	G066	0.001785435
G069	G075	0.0017854057
G050	G066	0.0017853732
G009	G007	0.001785359
G021	G006	0.0017853425
G011	G076	0.0017853156
G049	G086	0.0017853037
G031	G045	0.0017852992
G012	G049	0.0017852981
G073	G021	0.0017852979
G058	G045	0.0017852926
G063	G047	0.0017852717
G056	G064	0.0017852709
G051	G064	0.001785241
G080	G075	0.00178522
G076	G070	0.0017852142
G053	G100	0.0017851994
G045	G011	0.0017851758
G010	G013	0.0017851432
G059	G078	0.0017851044
G015	G022	0.001785098
G077	G002	0.0017850759
G025	G026	0.0017850646
G042	G049	0.0017849946
G058	G072	0.001784991
G065	G002	0.0017849791
G078	G018	0.0017849752
G007	G064	0.0017849698
G045	G052	0.0017849648
G091	G051	0.0017849641
G044	G098	0.001784958
G010	G015	0.0017849568
G046	G006	0.0017849391
G088	G098	0.0017848553
G057	G097	0.0017847918
G085	G025	0.0017847739
G034	G075	0.0017847568
G035	G032	0.0017847564
G061	G033	0.0017847025
G099	G072	0.0017846959
G032	G064	0.0017846337
G035	G010	0.0017846173
G098	G056	0.0017845874
G041	G015	0.0017845839
G085	G057	0.0017845806
G086	G018	0.0017845405
G036	G073	0.0017845383
G038	G047	0.0017845284
G083	G039	0.0017844916
G090	G082	0.0017844811
G039	G035	0.0017844335
G097	G094	0.0017844054
G037	G074	0.0017843825
G042	G012	0.0017843543
G081	G096	0.0017843496
G061	G071	0.0017843458
G036	G042	0.001784321
G075	G006	0.0017843079
G026	G023	0.0017843005
G080	G065	0.0017842943
G074	G032	0.0017842937
G054	G036	0.0017842605
G100	G087	0.001784233
G002	G051	0.0017842241
G087	G020	0.0017841957
G011	G017	0.0017841782
G098	G064	0.0017841231
G071	G096	0.001784053
G016	G077	0.0017839601
G087	G031	0.0017838986
G087	G091	0.0017838387
G077	G028	0.0017837876
G006	G015	0.001783763
G030	G099	0.0017837168
G063	G052	0.0017836915
G071	G068	0.0017836355
G026	G037	0.0017836071
G061	G069	0.0017835925
G071	G041	0.0017835604
G098	G003	0.001783555
G037	G007	0.0017835447
G020	G015	0.0017835128
G046	G025	0.0017834872
G035	G051	0.0017834839
G016	G072	0.00178346
G059	G080	0.0017834277
G011	G090	0.001783416
G078	G094	0.0017833052
G095	G071	0.0017832672
G028	G080	0.0017832404
G087	G034	0.0017832296
G078	G084	0.001783211
G061	G084	0.0017832045
G046	G064	0.0017831905
G009	G024	0.0017831853
G024	G001	0.0017831665
G094	G032	0.0017831516
G092	G003	0.0017831111
G047	G037	0.0017830987
G032	G092	0.0017830953
G031	G003	0.0017830126
G050	G077	0.0017829691
G015	G090	0.0017828845
G016	G079	0.0017828539
G022	G048	0.0017828462
G024	G068	0.0017827793
G060	G066	0.0017827757
G091	G070	0.0017827675
G007	G042	0.0017827488
G096	G070	0.0017827394
G035	G025	0.0017826996
G018	G063	0.0017826984
G035	G080	0.001782698
G049	G036	0.001782637
G056	G070	0.0017826288
G090	G061	0.0017825906
G080	G022	0.0017825873
G008	G049	0.0017825823
G045	G006	0.0017825579
G093	G091	0.001782531
G044	G004	0.0017825273
G005	G095	0.0017825068
G082	G063	0.0017825034
G008	G055	0.0017824396
G071	G056	0.0017824069
G015	G007	0.0017823974
G065	G083	0.001782345
G040	G028	0.0017823362
G086	G021	0.0017823302
G054	G042	0.0017823293
G065	G024	0.0017823136
G061	G047	0.0017823016
G001	G091	0.0017822663
G049	G034	0.0017822451
G011	G087	0.00178223
G065	G027	0.0017822109
G054	G026	0.0017821994
G041	G091	0.001782199
G070	G074	0.0017821864
G032	G074	0.0017821634
G055	G006	0.0017821257
G005	G089	0.0017821066
G049	G090	0.0017820951
G036	G077	0.001782061
G040	G013	0.0017820236
G096	G099	0.0017820235
G006	G088	0.0017819987
G048	G061	0.0017819855
G002	G078	0.0017819757
G084	G007	0.0017819281
G063	G073	0.001781908
G009	G096	0.001781881
G017	G089	0.0017818396
G025	G039	0.0017818353
G067	G054	0.0017817967
G023	G068	0.0017817755
G061	G051	0.0017817355
G092	G005	0.0017817192
G024	G004	0.0017817151
G018	G052	0.0017817145
G083	G031	0.0017816955
G062	G009	0.0017816524
G038	G025	0.0017816356
G094	G040	0.0017816302
G072	G047	0.0017816186
G049	G099	0.0017816172
G047	G009	0.0017815946
G010	G073	0.0017815945
G039	G044	0.0017815783
G078	G091	0.0017815668
G097	G067	0.0017815649
G074	G085	0.0017815246
G001	G038	0.0017815207
G026	G049	0.0017815152
G069	G051	0.0017814916
G095	G058	0.0017814671
G067	G024	0.0017814514
G035	G091	0.0017814384
G005	G002	0.0017814231
G034	G091	0.0017813967
G013	G050	0.0017813295
G013	G053	0.0017813224
G082	G037	0.0017812891
G030	G044	0.001781282
G058	G057	0.0017812721
G015	G008	0.0017812719
G087	G054	0.0017812632
G057	G092	0.0017812338
G078	G027	0.0017812065
G004	G037	0.0017811728
G050	G037	0.0017811713
G061	G022	0.0017811711
G063	G016	0.0017811614
G093	G039	0.0017811519
G041	G065	0.0017811513
G094	G033	0.001781142
G024	G048	0.0017811136
G084	G093	0.0017810991
G010	G092	0.0017810962
G051	G056	0.0017810734
G033	G079	0.0017810231
G093	G043	0.0017810221
G089	G075	0.0017810178
G059	G100	0.0017810082
G020	G079	0.0017809863
G072	G006	0.001780979
G030	G004	0.0017809377
G038	G082	0.0017809139
G074	G084	0.0017809081
G026	G062	0.0017808366
G037	G080	0.001780829
G011	G046	0.0017807833
G010	G074	0.0017807757
G059	G027	0.0017807494
G068	G076	0.0017807366
G036	G066	0.0017807255
G045	G075	0.0017807051
G075	G082	0.0017806825
G009	G049	0.0017806517
G026	G073	0.0017806406
G022	G037	0.0017806366
G076	G025	0.0017805686
G022	G034	0.0017805654
G084	G023	0.0017805385
G024	G082	0.0017805347
G082	G064	0.0017805342
G038	G044	0.0017805062
G019	G059	0.0017804921
G047	G087	0.0017804559
G088	G075	0.0017804495
G081	G056	0.0017803331
G092	G084	0.0017802462
G064	G020	0.001780204
G030	G061	0.0017801542
G091	G056	0.0017801455
G055	G087	0.0017801439
G068	G082	0.0017801343
G070	G039	0.0017801138
G078	G019	0.0017799686
G028	G040	0.0017799666
G062	G040	0.00177995
G079	G016	0.001779942
G046	G031	0.001779917
G053	G034	0.0017799087
G079	G010	0.0017798983
G039	G051	0.0017798325
G087	G092	0.0017798168
G090	G073	0.0017797932
G094	G003	0.0017797854
G064	G024	0.0017797343
G083	G042	0.0017797253
G040	G075	0.0017797247
G043	G024	0.0017796879
G092	G036	0.0017796578
G042	G011	0.0017796238
G095	G011	0.0017796039
G071	G074	0.0017795621
G030	G089	0.0017795406
G011	G045	0.0017794949
G064	G099	0.0017794285
G098	G086	0.0017793865
G020	G016	0.0017793706
G076	G058	0.0017793537
G065	G046	0.0017793311
G006	G069	0.0017793293
G083	G017	0.0017793174
G094	G014	0.0017793056
G091	G097	0.001779296
G063	G059	0.0017792899
G081	G095	0.0017791865
G089	G069	0.0017791726
G014	G055	0.0017791
G091	G094	0.0017790997
G028	G053	0.0017790917
G012	G051	0.0017790549
G053	G058	0.0017790464
G051	G074	0.0017790443
G046	G073	0.0017790351
G062	G054	0.0017790231
G099	G016	0.00177898
G074	G006	0.0017788882
G011	G016	0.0017788869
G068	G100	0.0017788833
G011	G012	0.0017788708
G097	G100	0.0017788514
G029	G040	0.0017788286
G032	G099	0.0017788121
G083	G021	0.0017787624
G026	G045	0.0017786721
G014	G003	0.0017785887
G044	G089	0.0017785727
G033	G069	0.001778548
G012	G026	0.0017785338
G048	G046	0.0017785298
G023	G085	0.0017785174
G023	G024	0.0017785141
G095	G022	0.0017785073
G012	G040	0.001778499
G048	G090	0.0017784914
G037	G034	0.0017784514
G031	G066	0.0017784495
G060	G039	0.0017784294
G049	G022	0.0017783998
G083	G057	0.0017783872
G058	G061	0.0017783598
G005	G085	0.0017783499
G019	G012	0.0017783158
G087	G017	0.0017782522
G067	G009	0.0017782359
G098	G055	0.0017782013
G057	G078	0.0017781903
G083	G012	0.0017781781
G082	G062	0.0017781755
G081	G062	0.001778173
G004	G088	0.0017781605
G058	G046	0.0017781347
G042	G014	0.0017781176
G065	G004	0.0017781146
G082	G090	0.0017780978
G097	G084	0.0017780445
G053	G047	0.0017780431
G082	G072	0.0017780411
G063	G025	0.0017780373
G081	G085	0.001778032
G008	G061	0.001778022
G004	G057	0.0017780199
G040	G087	0.0017778921
G029	G002	0.0017778736
G070	G078	0.0017778701
G087	G042	0.0017778659
G083	G013	0.0017778587
G025	G080	0.0017778449
G095	G091	0.0017778322
G032	G057	0.0017778265
G078	G071	0.0017778171
G093	G038	0.0017778137
G010	G041	0.0017777766
G034	G052	0.0017777651
G045	G051	0.0017777559
G010	G020	0.0017777219
G100	G054	0.0017776876
G053	G082	0.0017776703
G012	G035	0.001777638
G040	G014	0.001777592
G042	G082	0.0017775659
G079	G028	0.0017775507
G034	G063	0.001777524
G024	G005	0.0017775125
G049	G030	0.00177748
G080	G006	0.001777434
G091	G025	0.0017774205
G073	G024	0.0017774029
G061	G057	0.0017773755
G073	G010	0.0017773088
G050	G025	0.0017773063
G015	G070	0.0017772979
G077	G017	0.0017772513
G092	G089	0.0017771877
G054	G089	0.0017771441
G081	G098	0.0017771398
G064	G038	0.0017770904
G036	G075	0.0017770837
G022	G067	0.0017770728
G085	G054	0.0017770434
G088	G099	0.0017770311
G028	G044	0.001776927
G063	G043	0.001776916
G044	G010	0.0017768872
G074	G018	0.0017768794
G032	G076	0.0017768691
G067	G008	0.0017768632
G029	G090	0.0017768543
G078	G043	0.0017768437
G086	G100	0.00177684
G009	G063	0.0017768354
G074	G056	0.0017768348
G042	G091	0.0017767794
G095	G029	0.0017767546
G013	G007	0.0017767475
G069	G049	0.0017767263
G066	G041	0.001776649
G090	G039	0.0017766422
G058	G047	0.0017766089
G039	G100	0.0017765664
G086	G010	0.0017765374
G065	G019	0.0017764816
G035	G086	0.0017764807
G054	G040	0.0017764264
G075	G067	0.0017764139
G056	G041	0.0017763937
G055	G088	0.0017763643
G012	G060	0.0017763636
G016	G021	0.0017763589
G017	G014	0.0017763557
G032	G051	0.00177634
G065	G022	0.001776337
G008	G031	0.0017763292
G051	G091	0.0017763023
G006	G020	0.001776285
G089	G005	0.0017761533
G044	G002	0.0017761367
G079	G058	0.0017761275
G037	G066	0.0017761157
G062	G092	0.0017760815
G094	G069	0.0017760755
G010	G083	0.0017760431
G039	G098	0.0017760127
G046	G023	0.0017759586
G014	G069	0.0017759484
G011	G039	0.0017759426
G094	G088	0.0017759423
G030	G014	0.0017759249
G075	G033	0.0017759235
G028	G021	0.0017759184
G046	G035	0.0017758864
G070	G006	0.0017758836
G019	G038	0.0017758774
G016	G063	0.0017758603
G054	G093	0.0017758599
G028	G014	0.0017758147
G092	G007	0.0017758039
G015	G075	0.0017757557
G026	G039	0.0017757505
G089	G080	0.0017757501
G054	G059	0.0017757263
G082	G058	0.0017757141
G092	G009	0.0017756753
G059	G069	0.0017756674
G015	G067	0.0017756487
G031	G002	0.0017755671
G064	G090	0.0017754376
G038	G001	0.0017754164
G028	G033	0.0017754111
G053	G016	0.0017754033
G027	G090	0.0017753938
G051	G098	0.0017753583
G036	G063	0.0017753396
G061	G075	0.0017753266
G061	G050	0.0017753179
G046	G013	0.0017752824
G093	G036	0.0017752635
G005	G061	0.0017752082
G067	G077	0.0017751991
G038	G051	0.0017751899
G005	G036	0.0017751665
G028	G001	0.0017751646
G087	G018	0.001775035
G088	G045	0.0017749335
G042	G052	0.0017749188
G040	G037	0.001774914
G022	G065	0.0017748788
G063	G094	0.0017748148
G028	G096	0.0017748139
G064	G048	0.0017747922
G054	G095	0.0017747626
G046	G051	0.0017747424
G049	G088	0.001774718
G020	G022	0.001774683
G076	G003	0.0017746695
G006	G004	0.0017746647
G063	G011	0.0017746628
G088	G033	0.00177466
G039	G094	0.0017746428
G026	G071	0.0017746296
G039	G031	0.0017746071
G091	G031	0.0017745604
G056	G011	0.0017745454
G042	G055	0.0017745324
G085	G079	0.0017745276
G073	G036	0.0017745191
G055	G073	0.0017745052
G069	G034	0.0017744985
G038	G006	0.0017744814
G077	G084	0.0017744533
G041	G021	0.001774446
G090	G038	0.0017744318
G073	G065	0.001774387
G051	G020	0.0017743688
G046	G014	0.0017743293
G031	G076	0.0017743248
G090	G020	0.0017743151
G063	G058	0.001774281
G094	G060	0.0017742572
G032	G036	0.001774252
G075	G010	0.0017742261
G010	G071	0.0017741896
G096	G094	0.0017741626
G005	G044	0.0017741581
G013	G046	0.0017741522
G029	G037	0.0017740871
G016	G007	0.0017740842
G008	G044	0.00177408
G052	G063	0.0017740738
G035	G031	0.0017740424
G092	G078	0.0017740304
G011	G023	0.0017739858
G076	G082	0.0017739849
G079	G038	0.001773937
G070	G038	0.0017739299
G014	G073	0.0017739184
G016	G046	0.0017738767
G100	G048	0.0017738629
G003	G012	0.0017738286
G035	G052	0.0017738144
G062	G043	0.0017737637
G010	G012	0.0017737601
G083	G088	0.0017737579
G065	G051	0.0017737544
G069	G017	0.0017736988
G074	G038	0.0017736868
G040	G089	0.0017736013
G058	G017	0.001773599
G005	G023	0.0017735896
G004	G015	0.0017735799
G013	G070	0.0017735754
G003	G035	0.0017735445
G096	G082	0.0017735431
G069	G040	0.0017735187
G024	G028	0.0017734722
G035	G050	0.0017734478
G072	G063	0.0017734442
G039	G045	0.0017734146
G080	G017	0.0017733997
G090	G024	0.0017733871
G044	G048	0.0017733813
G048	G092	0.0017733792
G040	G090	0.0017733254
G093	G047	0.0017733028
G040	G072	0.001773285
G074	G079	0.001773283
G096	G093	0.0017732356
G033	G015	0.0017731999
G074	G025	0.0017731801
G009	G030	0.001773143
G058	G084	0.0017731113
G070	G051	0.0017731067
G017	G066	0.0017730913
G044	G060	0.0017730898
G026	G025	0.0017730843
G040	G043	0.0017730765
G005	G040	0.0017730737
G015	G037	0.0017730547
G027	G089	0.0017730467
G089	G054	0.0017730347
G031	G030	0.0017729978
G072	G094	0.0017729816
G083	G094	0.001772979
G039	G054	0.0017729625
G013	G057	0.0017729414
G052	G041	0.0017729097
G020	G100	0.0017728863
G083	G056	0.0017728828
G039	G006	0.0017728455
G050	G007	0.001772759
G017	G062	0.0017727325
G069	G054	0.0017727271
G071	G060	0.0017727057
G098	G058	0.0017726953
G081	G083	0.0017726952
G001	G081	0.0017726835
G017	G063	0.0017726643
G088	G087	0.0017726588
G022	G081	0.0017726414
G055	G063	0.0017726049
G061	G059	0.0017725833
G081	G082	0.0017725559
G085	G026	0.0017724433
G028	G016	0.0017724225
G058	G070	0.0017724099
G040	G058	0.0017723804
G078	G023	0.0017723613
G082	G051	0.001772342
G065	G021	0.0017722992
G053	G075	0.0017722639
G011	G033	0.0017722403
G014	G077	0.0017721737
G093	G055	0.0017721731
G091	G035	0.0017721484
G097	G040	0.0017721438
G063	G038	0.00177213
G055	G093	0.0017720973
G001	G032	0.0017720776
G050	G060	0.0017720669
G024	G095	0.0017720608
G001	G037	0.0017720384
G042	G035	0.0017720335
G006	G066	0.0017720157
G087	G041	0.001772001
G028	G015	0.0017719942
G069	G092	0.0017719535
G049	G031	0.001771923
G099	G062	0.001771913
G043	G088	0.001771852
G039	G017	0.0017718478
G003	G075	0.0017718229
G001	G029	0.0017718149
G029	G078	0.0017717737
G098	G060	0.0017717298
G068	G097	0.0017717278
G002	G055	0.0017717212
G067	G081	0.0017716818
G052	G085	0.0017716612
G092	G067	0.0017716517
G024	G088	0.0017716432
G002	G035	0.001771611
G054	G027	0.0017715674
G009	G082	0.0017715651
G060	G004	0.0017715556
G013	G009	0.0017715399
G058	G071	0.0017715273
G027	G084	0.001771483
G038	G062	0.0017714802
G029	G063	0.0017714538
G049	G003	0.0017714206
G069	G007	0.0017713932
G087	G015	0.0017713382
G060	G016	0.0017712659
G095	G044	0.0017712513
G027	G098	0.0017711862
G039	G036	0.0017711616
G075	G087	0.0017711367
G007	G092	0.0017711302
G033	G086	0.0017711272
G005	G025	0.0017711136
G075	G049	0.0017710959
G019	G091	0.0017710783
G006	G033	0.0017710695
G074	G044	0.0017710637
G072	G016	0.0017710553
G047	G092	0.001771043
G093	G099	0.0017710036
G016	G068	0.0017709922
G012	G032	0.001770894
G088	G065	0.0017708538
G032	G080	0.00177085
G071	G062	0.0017708318
G057	G019	0.0017708286
G017	G054	0.001770803
G057	G027	0.0017708018
G094	G079	0.0017707992
G052	G003	0.0017707738
G096	G092	0.001770768
G045	G044	0.0017707464
G050	G045	0.0017706722
G029	G012	0.0017706681
G035	G013	0.0017706334
G098	G029	0.0017706208
G063	G017	0.0017705979
G045	G040	0.0017705759
G041	G082	0.0017705642
G059	G006	0.0017705562
G058	G003	0.0017705424
G048	G080	0.0017705411
G003	G090	0.0017705373
G067	G055	0.00177052
G090	G012	0.0017705167
G098	G083	0.0017705121
G089	G066	0.0017704772
G077	G038	0.0017704387
G059	G057	0.0017704234
G089	G067	0.0017703852
G089	G085	0.0017703737
G028	G026	0.001770298
G002	G077	0.0017702855
G004	G069	0.0017702745
G095	G052	0.0017702738
G072	G004	0.0017702624
G021	G047	0.0017702491
G027	G067	0.0017701451
G097	G078	0.0017701025
G080	G045	0.0017700958
G031	G049	0.0017700163
G071	G013	0.0017700071
G085	G078	0.0017699798
G067	G025	0.0017699611
G073	G058	0.0017699596
G011	G088	0.0017699527
G086	G016	0.0017699191
G070	G066	0.0017699151
G048	G062	0.0017698793
G028	G060	0.0017698674
G017	G024	0.0017698487
G024	G080	0.001769842
G020	G083	0.0017698251
G019	G003	0.0017698243
G028	G025	0.0017698022
G051	G059	0.0017697833
G008	G040	0.0017697632
G030	G055	0.0017697249
G029	G099	0.001769698
G016	G057	0.0017696958
G041	G032	0.0017696217
G070	G057	0.0017695738
G075	G092	0.001769567
G099	G080	0.0017695576
G053	G026	0.0017695557
G087	G035	0.0017695338
G050	G075	0.0017694827
G039	G015	0.0017694316
G026	G047	0.0017694171
G084	G005	0.0017694056
G038	G022	0.0017693934
G018	G067	0.0017693591
G015	G029	0.0017693496
G094	G052	0.0017693453
G079	G086	0.0017693372
G017	G050	0.001769258
G092	G097	0.0017692561
G053	G049	0.0017692548
G092	G076	0.0017692522
G097	G032	0.0017692519
G021	G057	0.0017692322
G070	G021	0.001769187
G015	G087	0.0017691791
G076	G080	0.0017691619
G095	G054	0.0017691292
G032	G067	0.0017691086
G058	G087	0.001769065
G048	G091	0.0017690532
G025	G035	0.0017690393
G042	G099	0.0017690385
G065	G032	0.0017690135
G025	G081	0.0017689703
G041	G090	0.0017689506
G032	G002	0.0017689412
G096	G061	0.0017688747
G091	G026	0.0017688542
G076	G021	0.0017688415
G026	G081	0.0017688393
G050	G064	0.001768807
G097	G041	0.0017687997
G069	G010	0.001768786
G034	G061	0.0017687776
